8,78687
50,42326
7,34899
48,112783
38,108895
14,169270
6,66533
18,102808
61,218043
8,82056
62,10158
4,134982
18,151369
3,25020
15,216433
2,123183
14,203597
2,14991
9,111183
45,105168
51,145959
36,201957
15,203403
38,133878
2,20893
17,128226
40,31697
26,1795
8,35359
18,22487
62,121152
56,156643
35,176660
54,216465
18,123737
42,175740
17,61445
43,148739
54,15222
12,124959
35,16518
31,157471
50,214052
46,136698
31,148644
5,170899
14,53792
17,163815
35,197810
21,57086
17,198925
36,110883
49,9897
21,61928
5,111546
35,200905
3,9073
15,52164
13,133631
19,133165
19,80207
63,22227
42,176316
52,161117
2,167181
44,151484
40,43215
15,126455
33,39185
60,65245
38,193683
2,187465
38,137799
63,107352
31,50093
63,198971
51,139538
35,105542
8,171808
45,28958
22,23729
31,192120
2,17329
63,135563
28,215070
19,8336
38,198276
54,182440
22,195334
35,16208
51,170933
35,157648
2,36883
35,152137
26,83816
54,169774
42,89919
42,6097
11,157906
49,36127
2,126639
0,202794
56,67116
51,134691
21,57934
52,190634
8,192117
5,95856
18,13560
43,100587
26,117170
41,9396
2,2559
37,211766
53,114200
2,157540
13,47513
15,173950
61,47062
2,158008
63,46302
17,116440
18,72833
27,15323
63,44730
39,17814
15,162104
35,178712
5,202673
45,14874
38,55867
8,166991
51,81325
2,145484
16,62791
45,25208
52,66334
27,193396
39,85797
49,201933
39,53084
7,172478
12,100680
14,36520
20,15617
60,73865
8,111296
51,194550
63,86370
21,138196
15,212062
24,82287
17,133083
59,215541
2,143145
15,151456
42,102024
49,28789
43,197072
29,71362
58,212510
62,24499
29,13658
18,37283
21,78031
54,43605
2,28467
40,50844
32,135463
37,94958
35,49768
27,13561
51,7470
18,4039
56,211285
37,151201
54,98197
56,116961
10,111655
0,34360
31,190504
2,36899
56,66684
51,748
43,114266
6,64652
3,33313
18,53094
36,76143
12,70027
45,143972
4,38176
17,151804
18,96742
35,72329
17,19187
13,144420
56,220454
26,69031
28,190732
21,119727
38,55029
13,22347
33,140285
1,54884
63,138357
1,52444
43,184203
2,102814
7,14489
42,143153
17,75768
8,108295
58,92625
43,39184
35,138781
16,162281
23,18395
44,205132
26,85822
53,169618
33,208958
63,28659
18,113055
35,103901
62,172093
43,67345
36,187298
3,52286
35,213510
8,211277
15,191192
14,131989
52,28345
6,115257
39,162619
21,139080
63,1687
53,45707
18,31386
17,103438
2,190896
1,113770
44,48162
62,217134
63,184398
63,173730
42,149081
58,165955
18,171182
22,97549
12,202082
2,170592
45,158605
53,205145
8,22113
29,144334
17,105368
26,148693
25,108725
28,168987
47,2705
19,201240
2,121730
35,127047
8,76005
1,97712
57,62023
54,175815
59,44609
51,197366
26,19286
44,220000
23,198643
0,184382
18,51909
35,161665
32,220167
17,7956
9,219921
42,105742
52,165002
63,137491
15,145534
31,34582
8,77516
23,103541
14,74207
51,133858
7,97513
45,94748
63,208209
19,79386
19,125177
45,21434
33,105853
37,106157
21,44336
27,88283
63,29094
21,65697
